x1,x2,class
-0.5802321769311426,0.7927512487999819,0.0
-0.31305475151528184,0.2478629380938592,1.0
0.1533117705275844,-0.3060009951630197,1.0
0.04674454288373816,0.9757525121674578,0.0
-0.7920948622742898,-0.7222118626612815,0.0
0.9889270603656192,-0.4750423123421561,0.0
1.0071358818875182,0.1891891951828779,0.0
-0.5430737853565761,-0.04805843937675408,1.0
-0.07917704587560999,1.184104533840188,0.0
0.35503601523149847,0.25419892003952693,1.0
0.3275646452102424,0.7963477721975564,0.0
-0.9423398191684732,0.5789300627832108,0.0
-0.509045883021529,0.5655043186908045,0.0
0.4726277112079209,-0.02264200943544173,1.0
0.10560257284808466,0.47016321700022634,1.0
0.07695913573101096,-0.906130066598929,0.0
0.7540911762208404,0.34186591608461825,0.0
-0.26317852583962875,-1.0475733400385328,0.0
-0.6211133923184838,-0.682055255606697,0.0
-0.22379008611809603,1.0124968604876143,0.0
0.9723827663105205,0.03149154198619973,0.0
0.4696224289970976,-0.21420007607010355,1.0
0.012983332074343407,-0.48797014575361897,1.0
0.5422726109547571,-0.10364113503370932,1.0
0.044104885553256756,0.3356484650602368,1.0
0.08479492345030969,-0.4566707456605053,1.0
0.10906295089342541,0.8939417131002819,0.0
-1.0863015717861533,0.25317495743167145,0.0
0.16201612414179647,-0.4523964495905165,1.0
-0.41760230661938336,-0.05844381380952686,1.0
0.5705835208907353,-0.191071521748631,1.0
-1.027792516727733,-0.30927531629995664,0.0
0.022385467898150824,0.8162408019205705,0.0
0.6353527894700663,-0.6799776108313779,0.0
-0.6683983000969507,-0.8874949459928898,0.0
-0.4100091878066145,0.12759391817752255,1.0
-0.9913550703650225,0.5117428994924548,0.0
-0.057297985126082224,-0.2680076191198971,1.0
-0.3710465910638614,0.026514956637359643,1.0
1.0299114024218337,-0.4774764647194401,0.0
0.10798330162457848,0.470187124309807,1.0
0.9135644474422575,0.6519992141082416,0.0
-0.29007842987499194,-0.43246881384298796,1.0
0.25795390260309725,-0.3130221238417769,1.0
0.7890963035035077,0.41465128298664566,0.0
-0.7500985830404241,-0.5717068515533271,0.0
-0.35464502835689576,-0.22792164790438654,1.0
-0.4431672428190696,0.8119926030687205,0.0
0.3423971391963728,0.9116505480737533,0.0
-0.226280962548336,-0.16304907976036612,1.0
0.1458578421073622,-0.9790539860250089,0.0
0.5226702527039822,-0.7649220718629466,0.0
-0.49771565457847944,0.8603215330904471,0.0
0.3961719472393192,-0.19620745869109715,1.0
0.3060567065867055,-0.06331142782221452,1.0
0.19102313479439278,0.5406051980367689,1.0
-0.242259595134304,-0.9547339802276432,0.0
-0.9290490834147916,-0.4974053432983363,0.0
-0.8662997183349235,0.333493099487591,0.0
-0.4665696089699631,-0.8234219242023993,0.0
-0.00813831302751065,0.951646848546873,0.0
-0.9701697507760809,-0.5782526296613476,0.0
0.14652963870048874,0.3197459786331811,1.0
-0.12614790222104755,-0.1862173085533422,1.0
0.008905724117936165,-0.2044925641249663,1.0
0.013723058910609875,1.0506252021153792,0.0
0.19857417233878832,-0.12421263502942659,1.0
0.3938018279576914,0.01602785316561256,1.0
-0.11772842957466563,1.027410698868368,0.0
0.43936121349696744,0.07867426014546286,1.0
0.2705680308762762,-0.09668919524127378,1.0
0.9971989582280935,0.07646922502549619,0.0
-0.5523168461858001,0.26562484307074835,1.0
-0.11347199617531574,0.28387977086300764,1.0
-0.3660934244151002,0.08030015081863784,1.0
0.11172650469989354,-0.19008717529119676,1.0
0.34952749983322035,-0.00648195975572298,1.0
0.28707051837799646,-1.040685746164427,0.0
0.2637433897958166,-0.27123442459257896,1.0
-0.3754302882015489,0.15290571603278807,1.0
0.976528535595332,-0.12932052469239114,0.0
-0.3758146024282449,0.20544491030749523,1.0
0.48633403837375766,0.03035342165012213,1.0
0.07979179872871081,0.47311414271461566,1.0
-0.045249034382293184,0.9764478873690358,0.0
0.6074384518782447,0.7865860873685215,0.0
-0.8755619172397985,-0.08219484739801752,0.0
-0.13855643396949366,-1.076773199708796,0.0
-0.028443726404954954,0.2784827465834667,1.0
-0.5266851333021658,-0.9901599164182027,0.0
0.17810116388246205,-0.7608633711964752,0.0
0.32659307324683984,-0.3063667970230546,1.0
0.5174647174291038,1.090146865913681,0.0
0.19924319786372263,0.10674561722347518,1.0
0.7245660305095873,-0.7859328503650262,0.0
0.772025205690849,-0.3471965295047586,0.0
-0.1451222527681368,-1.0001742246657375,0.0
0.9118698620444727,0.10246666595543619,0.0
-0.1609852354401255,0.2816582287950442,1.0
-0.14937211379914503,1.0767832317947477,0.0
-0.3098960500052827,0.9961976361599034,0.0
-0.2669868852729065,-0.8806063968000089,0.0
0.13616594486493458,-0.20695374318155763,1.0
0.42145498999194336,0.2590759256202599,1.0
-0.1746471383471606,1.0603552242332688,0.0
-0.3561644832760919,0.3024462250143167,1.0
-0.8793983001637333,0.2843321296179505,0.0
0.9231583053839099,-0.4750854606188275,0.0
0.7638971604557081,-0.5734649708458996,0.0
-0.46454546026947907,0.39799023833670993,1.0
